text,episode,video_name,segment_id,frame_start,frame_end
妳是不是其實很想組樂團?,2,MyGO,1710,31300,31376
"嗜通""和""理所當然""是什麼呢?",2,MyGO,1711,31536,31644
就算用手中的東酉衡量,2,MyGO,1712,31672,31732
也都完全無法好好估測,2,MyGO,1713,31736,31804
面對隨著呼吸進進出出的不安,2,MyGO,1714,31808,31904
我也只能任其擺佈地伉立原地,2,MyGO,1715,31932,31940
石 原 奏+ 工 原 竟 大 阜本 松 永颯人 岩佐琉 聖 中島進太 井 未麗 我也只能任其擺佈地伉立原地,2,MyGO,1716,31944,32020
我也只能任其擺佈地伉立原地,2,MyGO,1717,32024,32036
"做事笨拙,總是徒勞",2,MyGO,1718,32060,32120
"庾 山 乳工 羔 仆 敞十 7=林 做事笨拙,總是徒勞",2,MyGO,1719,32124,32128
"厘 中 郛I 羔   敞十 布口林圭 做事笨拙,總是徒勞",2,MyGO,1720,32132,32132
庾 = 乳 工 羔   敞十 布口林圭 為了避免受傷而逃避著,2,MyGO,1721,32136,32208
慎 口y 羔 I 敞十 不口林 為了避免受傷而逃避著,2,MyGO,1722,32212,32216
為了避免受傷而逃避著,2,MyGO,1723,32220,32220
在現實與筆記中來來回回以求慰藉,2,MyGO,1724,32224,32440
"啊啊,真是讓人活得難受的世界啊",2,MyGO,1725,32472,32480
"IG0 一U H0l0 I UYENVY 啊啊,真是讓人活得難受的世界啊",2,MyGO,1726,32484,32552
"啊啊,真是讓人活得難受的世界啊",2,MyGO,1727,32556,32592
"不,不",2,MyGO,1728,32616,32684
這一切的切全都是我,2,MyGO,1729,32704,32764
畏畏縮縮哭哭啼啼的我,2,MyGO,1730,32768,32828
擁抱這所有一切的一切,2,MyGO,1731,32832,32888
稍微睡上覺吧,2,MyGO,1732,32892,32912
u11111= )-田巾巾 21]/=11 制作進行 李 稍微睡上一覺吧,2,MyGO,1733,32916,32916
=L1 1111=1 )-田巾 41口 制作進行 李 稍微睡上-覺吧,2,MyGO,1734,32920,32956
411= L-田巾 2/1口1 制作進行 痛痛啊痛痛啊快飛走吧,2,MyGO,1735,32960,33000
11= =-;8+[1 #7711=; 制作遵行 痛痛啊痛痛啊快飛走吧,2,MyGO,1736,33004,33004
痛痛啊痛痛啊快飛走吧,2,MyGO,1737,33008,33024
為了不讓悲傷奪走一切,2,MyGO,1738,33028,33108
我會繼續做自己的夥伴,2,MyGO,1739,33112,33128
Vic Firth 我會繼續做自己的夥伴,2,MyGO,1740,33132,33244
在這遙遙的漫艮路途之中,2,MyGO,1741,33248,33320
公式木=L^二_ https:ilanime.bang-dream. 在這遙遙的漫艮路途之中,2,MyGO,1742,33324,33340
公式木-L^-/ https:llanimebang-dream. 就算稍微喘口氣休息一下,2,MyGO,1743,33344,33396
就算稍微喘口氣休息一下,2,MyGO,1744,33400,33476
相信也不會有人責怪我的,2,MyGO,1745,33480,33656
BanG Dream! Project,2,MyGO,1746,33660,33684
3,2,MyGO,1747,33724,33724
CR,2,MyGO,1748,33840,33840
#3 CRYCHIC) CR 扦3,2,MyGO,1749,33844,33948
"+_1""7 CRYCHIC) #3 CRYCH 期'掰3",2,MyGO,1750,33952,33956
+卡1言某乙垚<3> CRYCHIC 5#3 CR/CH 期'掰3,2,MyGO,1751,33960,33976
"/]""17- 言某乙者<> 製'佛3 CRYCHIC #3 CRrCH",2,MyGO,1752,33980,33980
=| 併3 CRYCHIC #3 CRYCH,2,MyGO,1753,33984,34040
十|/= #3 CRYCH,2,MyGO,1754,34044,34044
就算這場大雨就此停止,3,MyGO,1755,8,72
我也將永不忘懷向前行,3,MyGO,1756,76,124
那抬頭仰望最初一滴雨珠的今天的我,3,MyGO,1757,128,256
根本址責 金子庄孝 3部' 那抬頭仰望蕞襪-滿蹋琛的今天的我,3,MyGO,1758,260,260
根本雄貴 金子庄孝 矢田部行唐 那抬頭仰望蕞赫-滿蹂的今天的我,3,MyGO,1759,264,264
根本雄貴 金子庄孝 宇佐義大 矢田部行庸 松浦裕曉,3,MyGO,1760,268,336
勇人 北澤史隆 My60!!!!!7口宁1一廿 高比良祐香 桐 金成雄文 日下亞美 宮原惠 長| 修 高根壽美子,3,MyGO,1761,340,420
透明的傘創造出的一人份的世界,3,MyGO,1762,424,536
(蔽雨水隱藏身影),3,MyGO,1763,540,572
悄悄逃入其中,3,MyGO,1764,576,636
悄悄逃入其中 C,3,MyGO,1765,640,640
#1刁)-原案 0 ( 植田 悄悄逃入其中 丰巾5勺勺-宁廿+> Craf,3,MyGO,1766,644,644
#17勺勺原桑 10 ( 植田 從塑膠布另 頭的天空.;勺夕一宁#^> Craf,3,MyGO,1767,648,704
丰巾勺勺勺原桑 0 6  植田 響起了雨珠落下的音色.弓勺夕一宁#^> Craf,3,MyGO,1768,708,756
響起了雨珠落下的音色,3,MyGO,1769,760,760
(隨著信號響起),3,MyGO,1770,772,812
溶入滲透了的內心之中,3,MyGO,1771,816,872
與唾咽吸泣的這片天空同行吧,3,MyGO,1772,876,960
與埂咽吸泣的這片天空同行吧 418,3,MyGO,1773,964,988
倆水染遍了柏油路強風隨之滿溢而出),3,MyGO,1774,992,1020
音響監督 揖影.督 編集 市本庄大 倆水染遍了柏油路強風隨之滿溢而出) 日高初,3,MyGO,1775,1024,1092
倆水染遍了柏油路強風隨之滿溢而出),3,MyGO,1776,1096,1100
不光只是在等待已逝去的時光,3,MyGO,1777,1104,1208
我是希望能夠找到它啊,3,MyGO,1778,1212,1316
那無色卻存在著的事物,3,MyGO,1779,1320,1388
當這場大雨漸漸止息時,3,MyGO,1780,1392,1480
彷彿一切都沒發生過似地,3,MyGO,1781,1484,1536
逐漸消失的傘如花一般,3,MyGO,1782,1540,1624
逐漸消失的傘如花般 Cooos%`,3,MyGO,1783,1628,1628
逐漸消失的傘如花一般 :,3,MyGO,1784,1632,1640
正因無法好好折起內心,3,MyGO,1785,1644,1708
所以我渴望能夠收集 那稍縱即逝的瞬間,3,MyGO,1786,1712,1856
那落下的滴雨珠,3,MyGO,1787,1860,1912
ne _410,3,MyGO,1788,1916,1916
CBanG Dream! Project m4i0,3,MyGO,1789,1920,2004
{,3,MyGO,1790,2056,2064
一,3,MyGO,1791,2072,2072
{一,3,MyGO,1792,2076,2076
一,3,MyGO,1793,2080,2080
{一,3,MyGO,1794,2084,2084
一,3,MyGO,1795,2088,2088
一一,3,MyGO,1796,2092,2092
斗一,3,MyGO,1797,2096,2096
_一,3,MyGO,1798,2100,2100
斗一,3,MyGO,1799,2104,2108
一,3,MyGO,1800,2112,2116
_一,3,MyGO,1801,2120,2120
斗一,3,MyGO,1802,2124,2124
一,3,MyGO,1803,2128,2132
_一,3,MyGO,1804,2136,2136
斗一,3,MyGO,1805,2140,2140
_一,3,MyGO,1806,2144,2144
斗一,3,MyGO,1807,2148,2156
如果在感受悲傷前,3,MyGO,1808,2220,2268
能先收集淚水的話,3,MyGO,1809,2300,2332
我心想不知道這樣該有多好,3,MyGO,1810,2344,2424
那我要拍囉,3,MyGO,1811,2444,2476
謝謝,3,MyGO,1812,2480,2512
#3 CRYCH,3,MyGO,1813,2528,2532
#3 CRYCHIC) 我從以前 #3 CRYCH,3,MyGO,1814,2536,2564
#3 CRYCHIC) 就覺得自己有點偏離這世界 CRYCH,3,MyGO,1815,2568,2624
"小燈,妳在做什麼呢?",3,MyGO,1816,2652,2712
石頭?,3,MyGO,1817,2736,2764
要不要和朋友們在外面玩呢?,3,MyGO,1818,2768,2824
小燈想在教室裡玩,3,MyGO,1819,2980,3040
葉子好漂亮喔,3,MyGO,1820,3108,3152
小燈也喜歡葉子嗎?,3,MyGO,1821,3204,3256
美緒也好喜歡,3,MyGO,1822,3296,3336
對不起,3,MyGO,1823,3424,3456
我家孩子喜歡收集小小圓圓的東西,3,MyGO,1824,3460,3540
我想她應該是出於好意,3,MyGO,1825,3544,3596
"不,實在是非常抱歉",3,MyGO,1826,3620,3672
"好的,打擾您了",3,MyGO,1827,3696,3740
燈,3,MyGO,1828,3848,3872
美緒說下次要再和妳一起玩,3,MyGO,1829,3876,3932
我知道燈很喜歡,3,MyGO,1830,3956,3996
但要是有人送媽媽很多團子蟲,3,MyGO,1831,4000,4036
媽媽也會覺得討厭啊,3,MyGO,1832,4040,4080
偽了不讓自己偏離這世界),3,MyGO,1833,4152,4220
燈,3,MyGO,1834,4224,4248
"快醒醒,該上學囉",3,MyGO,1835,4252,4296
那我要先睡了 9 幫我把門鎖上吧,3,MyGO,1836,4400,4468
3~;(38`:::. 見-.11_<.` 4}11=1)1 下.1;`y#;.`/-h5 回(#@見12w121 0*1,3,MyGO,1837,4472,4472
"八-21`/7:`( ;1; 下.::;.11(.`1:+$ 口(t貝+:..;:;: |a1(``-;,.1 #.:",3,MyGO,1838,4476,4476
昨天上夜班?是不是很忙?,3,MyGO,1839,4480,4480
7+ 靴1t#`#1 昨天上夜班? 是不是很忙? 112117,3,MyGO,1840,4484,4484
昨天上夜班? 是不是很忙?,3,MyGO,1841,4488,4532
還是老樣子,3,MyGO,1842,4536,4580
晚安,3,MyGO,1843,4584,4608
山8 #7$26 晚安,3,MyGO,1844,4612,4612
田8 77`70,3,MyGO,1845,4616,4616
b *,3,MyGO,1846,4620,4620
u,3,MyGO,1847,4624,4624
山 #1$26,3,MyGO,1848,4628,4628
E Enmioo^ 0o^,3,MyGO,1849,4700,4700
我哭得亂七八糟的,3,MyGO,1850,4900,4960
"小燈,早安",3,MyGO,1851,4964,5008
"早安,白",3,MyGO,1852,5032,5032
"早安,自",3,MyGO,1853,5036,5036
"早安,白",3,MyGO,1854,5040,5060
小燈也有看昨天的連續劇嗎?,3,MyGO,1855,5064,5112
我覺得有點恐怖,3,MyGO,1856,5152,5196
恐怖?,3,MyGO,1857,5216,5232
明明明像大家一樣交到朋友了,3,MyGO,1858,5248,5284
"對了,若葉超好笑的對不對",3,MyGO,1859,5288,5340
若葉真的好好笑喔,3,MyGO,1860,5344,5396
"佣明明和大家在一起,卻好像孤單一八",3,MyGO,1861,5400,5472
[好想成為人類啊),3,MyGO,1862,5476,5564
不可以,3,MyGO,1863,5752,5772
妳不要緊吧?,3,MyGO,1864,5820,5856
我為撞倒妳的事向妳道歉,3,MyGO,1865,5884,5924
但是妳不可以死,3,MyGO,1866,5928,5968
妳剛才打算尋短對不對?,3,MyGO,1867,5988,6024
"不是,是花%",3,MyGO,1868,6044,6100
花跟生命哪個比較重要?,3,MyGO,1869,6128,6192
"不對,花也是有生命的",3,MyGO,1870,6212,6292
因為是凋落的花,3,MyGO,1871,6328,6368
所以應該已經死掉了,3,MyGO,1872,6372,6400
死?,3,MyGO,1873,6404,6424
原來是我會錯意了,3,MyGO,1874,6500,6552
祝妳貴安,3,MyGO,1875,6592,6616
等-下,3,MyGO,1876,6620,6640
等一下,3,MyGO,1877,6644,6660
等一下,3,MyGO,1878,6664,6664
真是個可愛的房間,3,MyGO,1879,6684,6744
這個筆記本,3,MyGO,1880,6840,6872
我以前也有在用,3,MyGO,1881,6888,6944
因為封面的種類很多,3,MyGO,1882,6948,6984
刊小心就被吸引住了,3,MyGO,1883,6988,7020
所有種類的我都有,3,MyGO,1884,7036,7040
"所有種類的我都有 8 "" ;",3,MyGO,1885,7044,7060
~-/:= :113011,3,MyGO,1886,7068,7068
~-/:= 41=(&#,3,MyGO,1887,7072,7072
竟然有這麼多 ~-/:= 113(81,3,MyGO,1888,7076,7116
真虧妳能收集到這麼多本呢 ~-/:.= :113011,3,MyGO,1889,7120,7160
~-/:.= :113011,3,MyGO,1890,7164,7184
真讓人懷念 ~-/:<= 113(81,3,MyGO,1891,7188,7196
真讓人懷念 4-/:/< 7,3,MyGO,1892,7200,7200
真讓人懷念,3,MyGO,1893,7204,7204
/:</<= 葶t畢@_ 真讓人懷念,3,MyGO,1894,7208,7208
真讓人懷念,3,MyGO,1895,7212,7228
我以前很常用獨角仙的那本,3,MyGO,1896,7232,7292
獨角仙?,3,MyGO,1897,7296,7316
/# 3 1511,3,MyGO,1898,7320,7320
請別放在心上,3,MyGO,1899,7340,7372
這些是妳寫的嗎,3,MyGO,1900,7400,7464
"雖然像大家樣交到朋友了""",3,MyGO,1901,7488,7556
"明明和大家在一起""",3,MyGO,1902,7560,7600
那個%,3,MyGO,1903,7604,7604
那個..,3,MyGO,1904,7608,7616
那個%,3,MyGO,1905,7620,7620
這些是歌詞嗎,3,MyGO,1906,7624,7656
請問這裡是,3,MyGO,1907,7708,7780
這裡是我家,3,MyGO,1908,7784,7824
自己不存在於這裡,3,MyGO,1909,8200,8272
這裡沒有我的歸宿,3,MyGO,1910,8276,8340
只能這樣告訴自己,3,MyGO,1911,8344,8416
好想前往這裡之外的某個地方,3,MyGO,1912,8488,8624
我如此說服自己並尋求著慰藉,3,MyGO,1913,8628,8788
`,3,MyGO,1914,8792,8792
?迂 于,3,MyGO,1915,8796,8796
>迂寸,3,MyGO,1916,8800,8804
士,3,MyGO,1917,8808,8808
2士,3,MyGO,1918,8812,8812
2,3,MyGO,1919,8816,8816
22,3,MyGO,1920,8820,8820
28,3,MyGO,1921,8824,8824
_8,3,MyGO,1922,8828,8828
_3(,3,MyGO,1923,8832,8832
因為渴望找到,3,MyGO,1924,8860,8904
我一直低著頭,3,MyGO,1925,8908,9004
所以沒有察覺,3,MyGO,1926,9032,9116
"一下跌倒,一下碰傷",3,MyGO,1927,9120,9252
變得步履蹦冊,3,MyGO,1928,9256,9316
世界搖搖晃晃,3,MyGO,1929,9320,9420
就連鞋帶也鬆開了,3,MyGO,1930,9424,9576
明明像大家一樣交到朋友了,3,MyGO,1931,9588,9728
"明明和大家在起,卻好像孤單-儿",3,MyGO,1932,9732,9872
明明想和大家一樣活著,3,MyGO,1933,9876,10020
好想成為人類啊,3,MyGO,1934,10036,10128
我還沒做自我介紹呢,3,MyGO,1935,10332,10368
我叫豐川祥子,3,MyGO,1936,10372,10440
妳叫什麼名字?,3,MyGO,1937,10476,10508
燈,3,MyGO,1938,10524,10544
燈同學,3,MyGO,1939,10548,10576
妳要不要和我 起組樂團呢?,3,MyGO,1940,10580,10644
(樂團.?),3,MyGO,1941,10684,10752
小燈家是在月之森的後面吧,3,MyGO,1942,10828,10912
我們也許曾經在哪擦肩而過呢,3,MyGO,1943,10944,10988
爽世同學是負責貝斯的,3,MyGO,1944,10992,11044
她在管樂社演奏低音提琴,3,MyGO,1945,11048,11092
因為前陣子的月之森音樂祭,3,MyGO,1946,11096,11144
她的演奏水準非常出色,3,MyGO,1947,11148,11188
所以我才決定邀請她,3,MyGO,1948,11192,11216
"當時突然邀請我,嚇了我一跳呢",3,MyGO,1949,11220,11280
這位是睦,3,MyGO,1950,11284,11312
她從小就有在彈吉他,3,MyGO,1951,11316,11384
所以非常可靠喔,3,MyGO,1952,11388,11416
妳又這樣了,3,MyGO,1953,11440,11468
妳們兩位是祥子的朋友嗎,3,MyGO,1954,11472,11556
睦是我的兒時玩伴,3,MyGO,1955,11560,11608
爽世同學雖然和我同年級,3,MyGO,1956,11612,11668
不過之前幾乎沒有交談過吧,3,MyGO,1957,11672,11728
小睦也是,3,MyGO,1958,11732,11756
至於另外一位鼓手就是第一次見面了,3,MyGO,1959,11776,11860
椎名立希同學?,3,MyGO,1960,11916,11964
"羽澤特調,芒果汁,汀普拉奶茶",3,MyGO,1961,12108,12196
還有兩杯摩卡咖啡對嗎,3,MyGO,1962,12200,12240
麻煩妳了,3,MyGO,1963,12244,12268
"好的,請稍等一下",3,MyGO,1964,12272,12316
那麼立希同學,3,MyGO,1965,12376,12408
可以請妳做個自我介紹嗎,3,MyGO,1966,12412,12456
我叫椎名,3,MyGO,1967,12480,12500
立希的姊姊是個很厲害的人喔,3,MyGO,1968,12504,12572
她以前擔任管樂社的社長時,3,MyGO,1969,12576,12628
同時參加地方上的管弦樂團,3,MyGO,1970,12632,12680
還在競賽中獲得過第一名呢,3,MyGO,1971,12684,12720
我也是因為這點才邀請她的,3,MyGO,1972,12724,12796
那些跟現在有關係嗎,3,MyGO,1973,12800,12836
是沒關係沒錯,3,MyGO,1974,12868,12900
對不起,3,MyGO,1975,12904,12932
失禮了,3,MyGO,1976,12936,12956
我在這裡再次感謝大家今天願意參加集會,3,MyGO,1977,12984,13088
我一直非常期待能和各位見面,3,MyGO,1978,13092,13180
從今以後我們就是樂團,3,MyGO,1979,13192,13244
起共同演奏音樂的命運共同體了,3,MyGO,1980,13248,13344
命運啊,3,MyGO,1981,13348,13384
要演奏什麼音樂?,3,MyGO,1982,13388,13428
講話了,3,MyGO,1983,13432,13452
這問題問得好,3,MyGO,1984,13456,13488
燈同學和立希同學,3,MyGO,1985,13492,13532
知道個叫Morfonica的樂團嗎,3,MyGO,1986,13536,13588
不知道,3,MyGO,1987,13592,13616
這是月之森的學姊們成立的樂團,3,MyGO,1988,13648,13712
我想演奏她們在音樂祭上合奏過的歌曲,3,MyGO,1989,13732,13812
那首歌真的很棒呢,3,MyGO,1990,13832,13872
學生會應該有錄影片,3,MyGO,1991,13876,13928
等一下再來聽聽看吧,3,MyGO,1992,13932,13964
真是太好了,3,MyGO,1993,13968,14000
那隱藏在優雅之中的堅毅,3,MyGO,1994,14004,14068
讓我深深受到感動,3,MyGO,1995,14072,14128
然後,3,MyGO,1996,14172,14188
我希望總有一天,3,MyGO,1997,14192,14220
也能合奏屬於我們自己的歌曲,3,MyGO,1998,14224,14280
原創歌曲嗎,3,MyGO,1999,14284,14304
我們都還沒有一起試音過,3,MyGO,2000,14308,14348
理想不會放得太高了嗎,3,MyGO,2001,14352,14384
"不,會由我來負責作曲",3,MyGO,2002,14388,14456
而這位燈同學更是作詞的天才,3,MyGO,2003,14460,14528
可以讓大家看看那個筆記本嗎,3,MyGO,2004,14548,14600
不讓我們看看我們怎麼知道,3,MyGO,2005,14656,14688
我也好想看看喔,3,MyGO,2006,14708,14744
祥子...,3,MyGO,2007,14772,14804
不會有問題的,3,MyGO,2008,14808,14836
}`-,3,MyGO,2009,14892,14892
-,3,MyGO,2010,14904,14904
$,3,MyGO,2011,14908,14908
謝謝妳,3,MyGO,2012,14980,15008
讓您久等了,3,MyGO,2013,15112,15144
謝謝,3,MyGO,2014,15148,15176
請慢慢享用,3,MyGO,2015,15180,15212
看完了,3,MyGO,2016,15316,15332
覺得怎麼樣?,3,MyGO,2017,15336,15356
是這種感覺啊,3,MyGO,2018,15360,15392
我從來沒有寫過歌詞,3,MyGO,2019,15396,15436
光是會寫就很厲害了,3,MyGO,2020,15440,15484
在燈同學家裡頭,3,MyGO,2021,15500,15532
有很多寫滿了歌詞的筆記本,3,MyGO,2022,15536,15596
這個的曲子呢?,3,MyGO,2023,15628,15656
有一份鋼琴彈奏的版本,3,MyGO,2024,15660,15704
等一下會在錄音室放給妳們聽,3,MyGO,2025,15708,15756
真讓人期待,3,MyGO,2026,15760,15792
錄音室?,3,MyGO,2027,15796,15824
CiRCLE的預約已經滿了啊,3,MyGO,2028,15888,15952
真是遺憾,3,MyGO,2029,15956,15984
遺憾? 生意好是好事啊,3,MyGO,2030,15988,16052
可是如果去 CiRCLE,3,MyGO,2031,16076,16108
說不定能遇見MONICA的成員呀,3,MyGO,2032,16112,16160
動機太不單純了,3,MyGO,2033,16176,16204
我還以為祥子也會想見她們呢,3,MyGO,2034,16220,16288
幹嘛站著發楞,3,MyGO,2035,16292,16320
燈同學可以站到正中央嗎,3,MyGO,2036,16364,16420
為什麼?,3,MyGO,2037,16432,16452
因為燈同學是主唱啊,3,MyGO,2038,16456,16504
我來為妳準備麥克風,3,MyGO,2039,16640,16640
尼Rola我來為妳準備麥克風,3,MyGO,2040,16644,16692
尼Rolan,3,MyGO,2041,16696,16756
口E-,3,MyGO,2042,16808,16808
口ET-兀V,3,MyGO,2043,16812,16812
由我-..來唱嗎,3,MyGO,2044,16824,16836
由我%%來唱嗎,3,MyGO,2045,16840,16904
"燈,妳真的沒辦法唱嗎",3,MyGO,2046,16948,17012
是有什麼原因嗎,3,MyGO,2047,17016,17052
我不敢在人面前唱歌,3,MyGO,2048,17056,17108
"主唱是樂團的門面,為什麼要選燈",3,MyGO,2049,17140,17212
立希,3,MyGO,2050,17240,17264
"小燈,妳不需要太勉強自己喔",3,MyGO,2051,17268,17328
為什麼要選我?,3,MyGO,2052,17508,17552
那些歌詞都是妳寫的,3,MyGO,2053,17576,17620
當然是由本人來唱比較好啊,3,MyGO,2054,17624,17680
燈同學的歌詞是來自內心的吶喊,3,MyGO,2055,17712,17776
我好想!成為人類啊!,3,MyGO,2056,17844,17932
小祥?,3,MyGO,2057,17936,17960
在這裡想怎麼叫都沒問題,3,MyGO,2058,18028,18084
我們一起叫吧,3,MyGO,2059,18088,18116
好想成為人類...,3,MyGO,2060,18248,18308
妳有沒有幹勁啊?,3,MyGO,2061,18312,18352
111_6,3,MyGO,2062,18356,18356
那個%,3,MyGO,2063,18376,18388
"立希,她現在變得敢唱出聲",3,MyGO,2064,18392,18456
已經算跨出一大步了喔,3,MyGO,2065,18460,18492
之前在天橋上明明唱得出來的,3,MyGO,2066,18508,18556
天橋?,3,MyGO,2067,18560,18580
在錄音室會覺得緊張嗎,3,MyGO,2068,18584,18632
1,3,MyGO,2069,18656,18656
1`#(2,3,MyGO,2070,18660,18664
1`=(2 這樣啊,3,MyGO,2071,18668,18668
1`8(8 這樣啊,3,MyGO,2072,18672,18692
"這樣啊 Rt`to""",3,MyGO,2073,18696,18696
這樣啊 04. @1,3,MyGO,2074,18700,18700
這樣啊,3,MyGO,2075,18704,18708
: : .*.% *#竄,3,MyGO,2076,18712,18712
;^*8 =犛,3,MyGO,2077,18716,18716
8*`8 1,3,MyGO,2078,18720,18720
8*` 38*,3,MyGO,2079,18724,18724
8*`8 1,3,MyGO,2080,18728,18732
這裡是,3,MyGO,2081,18744,18764
卡拉OK啊,3,MyGO,2082,18768,18796
難道妳是第一次來嗎,3,MyGO,2083,18800,18836
以前時有耳聞,3,MyGO,2084,18840,18876
我家裡有,3,MyGO,2085,18880,18896
好厲害喔,3,MyGO,2086,18900,18936
果然都會有演藝人土來家裡吧,3,MyGO,2087,18940,18992
快點辦理進場吧,3,MyGO,2088,19012,19052
好,3,MyGO,2089,19056,19072
好 CU,3,MyGO,2090,19076,19076
好`#,3,MyGO,2091,19080,19080
好,3,MyGO,2092,19084,19084
這裡有各式各樣的飲料呢,3,MyGO,2093,19156,19208
想喝什麼都可以自己拿,3,MyGO,2094,19212,19252
立希同學好了解喔,3,MyGO,2095,19256,19308
也不是這樣,3,MyGO,2096,19312,19348
"飲料出來了,妳剛才有看到嗎",3,MyGO,2097,19424,19476
九,3,MyGO,2098,19480,19480
火,3,MyGO,2099,19484,19484
~`,3,MyGO,2100,19488,19488
"燈,妳是怎麼讓飲料出來的?",3,MyGO,2101,19492,19540
~^ ^ 那個-..我按了一下...,3,MyGO,2102,19544,19592
飲料沒有出來,3,MyGO,2103,19644,19676
妳在幹嘛啊,3,MyGO,2104,19692,19728
不是按那邊啦,3,MyGO,2105,19732,19760
請不要玩飲料機,3,MyGO,2106,19764,19816
卡拉OK真是太有趣了,3,MyGO,2107,19872,19932
我們都還沒開始唱耶,3,MyGO,2108,19936,19976
($|3$10@00`6 我們都還沒開始唱耶,3,MyGO,2109,19980,19980
"諦)(染|6!1~@00""6",3,MyGO,2110,19984,19984
諦染|3!40@00'6,3,MyGO,2111,19988,19988
諦吻染|8440@00`6,3,MyGO,2112,19992,19992
諦)(染|6!4~@00`6,3,MyGO,2113,19996,20000
"諦(染|3""40@00`6",3,MyGO,2114,20004,20008
諦(槳|3&1~000+,3,MyGO,2115,20012,20012
諦吻<染|1!460006,3,MyGO,2116,20016,20016
諦)槳({1!4~@00'^,3,MyGO,2117,20020,20020
諦吻(染|{!4(@006,3,MyGO,2118,20024,20024
妳們怎麼理所當然地準備唱了啊,3,MyGO,2119,20048,20084
就是說啊,3,MyGO,2120,20100,20128
不是要讓燈練習唱歌嗎,3,MyGO,2121,20132,20172
可是突然要她唱,3,MyGO,2122,20176,20240
她也會緊張吧,3,MyGO,2123,20244,20280
大家也一起點歌吧,3,MyGO,2124,20304,20340
我就不用了,3,MyGO,2125,20344,20364
不行,3,MyGO,2126,20368,20388
那麼我就來點 Morfonica的歌吧,3,MyGO,2127,20392,20468
"她們沒有主流出道,應該不會有吧",3,MyGO,2128,20472,20552
立希要唱嗎,3,MyGO,2129,20572,20596
我想試著把過程錄下來,3,MyGO,2130,20600,20648
妳可以點喜歡的歌喔,3,MyGO,2131,20652,20696
我是單人唱K派的,3,MyGO,2132,20700,20724
我?,3,MyGO,2133,20728,20760
"燈,要唱嗎",3,MyGO,2134,20764,20800
我沒聽過這首歌,3,MyGO,2135,20804,20832
雖然目前還很微弱,3,MyGO,2136,20836,20916
她開始唱了 雖然目前還很微弱,3,MyGO,2137,20920,20956
"唱得很棒喔,睦 但那光芒仍在彼方閃爍",3,MyGO,2138,20960,21088
(如此的臞眼),3,MyGO,2139,21100,21144
"好了,立希也來點歌吧",3,MyGO,2140,21148,21204
就說我不用了啦,3,MyGO,2141,21208,21236
燈 =,3,MyGO,2142,21240,21240
燈 3,3,MyGO,2143,21244,21244
燈 341,3,MyGO,2144,21248,21248
燈 =,3,MyGO,2145,21252,21252
燈 =A W,3,MyGO,2146,21256,21256
燈,3,MyGO,2147,21260,21260
這邊按搜尋就會列出歌曲,3,MyGO,2148,21268,21324
(溫柔地攜我同行),3,MyGO,2149,21328,21332
列出歌曲% (溫柔地攜我同行),3,MyGO,2150,21336,21368
能不能也教我用呢?,3,MyGO,2151,21372,21416
"立希,加油 伽如此的美麗)",3,MyGO,2152,21420,21484
這首是我的,3,MyGO,2153,21496,21532
唱得很棒喔,3,MyGO,2154,21536,21580
她笑了,3,MyGO,2155,21632,21652
](! 小睦在笑耶,3,MyGO,2156,21656,21656
"才("" 小睦在笑耶",3,MyGO,2157,21660,21660
"[(""614|( 小睦在笑耶",3,MyGO,2158,21664,21664
小睦在笑耶,3,MyGO,2159,21668,21668
"]("" 6 小睦在笑耶",3,MyGO,2160,21672,21672
]@< 小睦在笑耶,3,MyGO,2161,21676,21676
}01 小睦在笑耶,3,MyGO,2162,21680,21680
]0</| 小睦在笑耶,3,MyGO,2163,21684,21684
Cl 小睦在笑耶,3,MyGO,2164,21688,21688
0<00 小睦在笑耶,3,MyGO,2165,21692,21692
<lo 小睦在笑耶,3,MyGO,2166,21696,21696
+ (0$1 小睦在笑耶,3,MyGO,2167,21700,21700
睦也是會笑的啊,3,MyGO,2168,21704,21744
連燈都.,3,MyGO,2169,21764,21764
連燈都%,3,MyGO,2170,21768,21792
伽如此的溫暖) 燈笑起來好可愛喔,3,MyGO,2171,21796,21832
+1 燈笑起來好可愛喔,3,MyGO,2172,21836,21868
卡卡 多讓我們看看妳的笑容吧,3,MyGO,2173,21872,21888
#卡1丕言某乙晝<3 乙分 多讓我們看看妳的笑容吧,3,MyGO,2174,21892,21904
十~二,3,MyGO,2175,21908,21916
"一/ 來,看這邊",3,MyGO,2176,21920,21920
"十| 來,看這邊",3,MyGO,2177,21924,21944
十|/=,3,MyGO,2178,21948,21948
+~二,3,MyGO,2179,21952,21956
一l 小燈,3,MyGO,2180,21960,21960
十卜 小燈,3,MyGO,2181,21964,21980
小燈,3,MyGO,2182,21984,21984
98 5=-1 01 5行 高柘 + GAP 力<Li5/-卜 力<Lo5)- =,3,MyGO,2183,22068,22076
0AP-98 曰j 5=-1 5行 寫 / 力<Lm5/一卜 力<Lo5)- 1331,3,MyGO,2184,22080,22080
0AP-98 =-11 這是我第次寫歌詞 寫M /苣 Li5/-卜 力<Lo5)一,3,MyGO,2185,22084,22136
那之前那些呢,3,MyGO,2186,22140,22168
那個%,3,MyGO,2187,22172,22188
"我看得出來,這是",3,MyGO,2188,22192,22260
祥,3,MyGO,2189,22332,22356
